Correct,cdfRatioOfSums1,cdfRatioOfSums2,cdfRatioOfSums3,cdfRatioOfSums4,cdfRatioOfSums5,tOrthoVStParaAbs,hOrthoVShParaAbs,validFrameLength
1,0.992,1.00207,0.95195,0.8583,0.79651,0.3638,0.39557,891
1,0.80239,0.76041,0.8232,0.87735,0.90317,0.26261,0.57727,236
1,0.78907,0.74976,0.82133,0.90487,0.93332,0.23885,0.51347,157
1,0.73245,0.71094,0.7587,0.76884,0.77766,0.32509,1.14075,14
1,0.8331,0.74916,0.78205,0.83822,0.8845,0.3038,0.6109,273
0,1.227822457,1.343219428,1.358677192,1.219527067,1.137151889,0.74856,0.21846,17
1,0.88729,0.8581,0.84285,0.83073,0.82964,0.34029,0.70354,59
0,1.309706233,1.491669028,1.41248923,1.252348153,1.145724728,0.88522,0.10065,8
1,0.72345,0.66988,0.72756,0.83203,0.91615,0.2063,0.59046,19
0,1.360710835,1.560038065,1.381749848,1.221299463,1.13677701,0.51035,0.22305,62
1,0.75322,0.72538,0.77236,0.82688,0.88255,0.23088,0.25454,9
0,1.310976809,1.441192154,1.32583793,1.167869572,1.082333077,0.58941,0.19825,67
1,0.83027,0.75245,0.80809,0.88711,0.93377,0.30154,0.44821,79
0,1.166670556,1.446801123,1.302320736,1.178578163,1.071432398,0,0,1
1,0.78157,0.62485,0.72898,0.81443,0.88452,0.39183,0.58102,59
1,0.82427,0.736,0.74405,0.84021,0.90741,0,0,2
1,0.80123,0.77407,0.83171,0.87728,0.92925,0.2029,0.44685,258
1,0.88225,0.81914,0.8432,0.8783,0.88921,0.16678,0.63284,235
0,1.29972,1.35493,1.29554,1.21734,1.16106,0.36311,0.45239,12
0,1.204238921,1.222897533,1.129241714,1.092430549,1.112879353,0.71224,0.46669,153
1,0.76352,0.71014,0.73256,0.83673,0.89565,0,0,1
0,1.333137806,1.433671202,1.325275657,1.212150598,1.180344897,0.78394,0.24622,42
0,1.195528723,1.236109223,1.147104708,1.124619035,1.10065489,0.43213,0.20104,911
0,1.39852316,1.437132633,1.303152325,1.222344457,1.228697458,0.62189,0.1915,55
0,1.129981807,1.220852155,1.175074323,1.218798752,1.244880429,0.24609,0.11121,85
0,1.083329722,1.57778479,1.428571429,1.205124188,1.159998608,0,0,1
1,0.93227,0.93384,0.93156,0.8843,0.85897,0.23131,0.44089,161
1,0.857140408,0.733331378,0.904110084,0.956525898,0.975000975,0,0,1
1,0.93362,0.95553,0.98367,0.88567,0.86653,0.07583,0.37307,38
1,0.91005,0.90161,0.92407,0.82924,0.80889,0.11663,0.42025,112
1,0.87248,0.85648,0.93087,0.97422,0.96926,0.10403,0.45648,91
0,0.938033507,0.954799778,0.996502277,1.07458709,1.083517531,0.44127,0.20216,847
1,0.955109838,0.869981295,0.945867976,0.933576063,0.846259954,1.05552,0.60019,10
0,1.005742791,1.113635351,1.031246777,1.061728919,1.174163702,0,0,1
0,0.911527173,0.955620963,0.988366921,1.055319867,1.081864702,0.2994,0.21134,143
1,1.04655,0.98847,0.97912,0.92099,0.9129,0.22455,0.3525,493
1,0.99417,0.8972,0.95005,0.88818,0.89523,0.12684,0.61267,21
1,0.92921,0.93475,0.96884,0.86876,0.8749,0.19273,0.36214,207
1,0.97677,1.04462,1.05166,0.93887,0.89778,0.28545,0.65289,323
1,0.85382,0.88725,0.92145,0.8962,0.89086,0.28189,0.48825,481
0,0.962500963,1.054485253,1.091262263,1.079610477,1.077702339,0.23867,0.18377,14
0,0.985969652,1.091655386,1.007029063,1.028859509,1.068958514,0.45814,0.28764,66
0,1.036881889,1.091869936,1.100630661,1.119144079,1.06827335,0.37665,0.17708,115
0,0.979499084,0.94647674,0.983990475,1.104899123,1.079051298,0.37633,0.32185,165
0,1.088210329,1.155054519,1.08361146,1.066734938,1.050232627,0.36106,0.11644,126
1,0.98679,0.92813,0.9425,0.88684,0.90759,0.1564,0.41847,83
0,1.103277838,1.054985863,1.045543892,1.142439336,1.146276321,0.42411,0.25992,3003
0,1.171879578,1.228908852,1.206607382,1.27388535,1.260890946,0,0,2
0,0.932409626,0.95640697,0.965978246,1.024055053,1.056546361,0.49793,0.26863,148
0,1.108696616,1.252630524,1.136053804,1.229407426,1.184735863,0,0,2
0,1.13027,1.20504,1.125,1.19881,1.16545,0.31048,0.37532,29
1,0.96757,0.91857,0.95026,0.92367,0.93668,0.31124,0.76372,77
1,1.0266,0.80575,0.80359,0.90141,0.94554,0.08497,0.20585,40
0,1.059928349,1.19158266,1.16901639,1.106231401,1.056390104,0.41053,0.10282,19
0,1.0140548,1.146105533,1.13582154,1.112780282,1.133157316,0.38882,0.1833,118
0,1.134069723,1.150403792,1.124378781,1.171961982,1.190291979,0.38198,0.20575,1867
1,0.91368,0.88957,0.88807,0.8442,0.8009,0.21937,0.39973,352
0,1.209175222,1.17466023,1.134481429,1.190788064,1.264510255,0.44797,0.25487,1167
0,1.056926036,1.098768281,1.104240283,1.184637619,1.202544584,0.44818,0.19769,2892
0,1.232544094,1.269938027,1.199242079,1.208561449,1.165256706,0.33871,0.30859,217
0,1.034757505,1.111111111,1.204674136,1.155909007,1.056747332,0,0,4
0,1.043013893,1.112149117,1.218754189,1.221523239,1.106182454,0,0,2
0,1.112891738,1.173048048,1.167215258,1.204079421,1.184132623,0.27343,0.23353,312
1,0.92778,0.80916,0.79814,0.848,0.86937,0,0,2
0,1.163237056,1.176097004,1.181697863,1.220852155,1.135331517,0.29495,0.20937,688
1,0.90986,0.91316,0.89962,0.86898,0.91355,0.18092,0.45492,1235
0,1.266672578,1.245283489,1.253965666,1.246913888,1.11880601,0,0,1
0,1.260875047,1.222224938,1.234369793,1.234567901,1.125999324,0,0,1
1,0.79777,0.80303,0.76829,0.78218,0.89385,0,0,1
1,0.79825,0.82012,0.83333,0.78218,0.88053,0,0,2
0,1.063875059,1.085835279,1.115063391,1.13582154,1.051182054,0.43406,0.22626,10726
1,0.84544,0.81355,0.75817,0.71984,0.78105,0.07492,0.6917,5
0,1.04101,1.04323,1.08735,1.15287,1.07885,0.46261,0.42841,20
0,1.06522,1.01818,0.98462,0.92901,0.87129,0,0,1
0,1.110075041,1.144859011,1.217166922,1.195128656,1.06278961,0.47361,0.0773,8
1,0.92,0.90213,0.82051,0.86721,0.96529,0,0,1
1,0.88665,0.77567,0.7191,0.81553,0.90826,0,0,1
0,1.187098612,1.21210652,1.203079885,1.208824418,1.12375965,0.35449,0.25919,2582
1,0.88679,0.8281,0.80357,0.80198,0.88991,0,0,2
1,0.86691,0.83558,0.80536,0.79723,0.88555,0.09586,0.47706,10
0,1.154961136,1.2000048,1.19307539,1.236521911,1.144832797,0,0,3
0,1.283219341,1.294230321,1.228350326,1.242174302,1.14198271,0.48434,0.18077,9
0,1.268311244,1.276747868,1.230269552,1.26136808,1.124441996,0.65824,0.44342,15
0,1.237516552,1.245143939,1.227445686,1.261256716,1.11880601,0.53547,0.38717,10
0,1.22709926,1.234049905,1.21449131,1.260318861,1.111111111,0.62979,0.63352,5
1,0.8301,0.82968,0.84472,0.81345,0.90421,0.00164,0.35561,6
1,0.85714,0.85075,0.86452,0.83505,0.9,0,0,1
1,0.78992,0.80935,0.84277,0.8292,0.90826,0,0,2
0,1.355031911,1.399913205,1.276535992,1.214889688,1.132233557,0.47324,0.37702,23
0,1.199947202,1.327792015,1.253242766,1.185171139,1.138887307,0.43795,0.31634,558
1,0.85032,0.76709,0.79075,0.81828,0.8906,0.26169,0.29523,472
1,0.93541,0.83385,0.84197,0.90375,0.93573,0.2721,0.44417,122
1,0.8643,0.78695,0.78998,0.83604,0.89379,0.11078,0.18499,16
1,0.94834,0.88462,0.86411,0.92148,0.92671,0.14568,0.16214,4
1,0.85117,0.78055,0.80283,0.85042,0.90977,0.2527,0.18696,130
1,0.99746,0.95255,0.91154,0.84825,0.85088,0.13633,0.38993,2245
0,1.276535992,1.162250116,1.123595506,1.227852609,1.273479784,0.40136,0.1816,1185
1,0.80072,0.84959,0.86841,0.76443,0.75256,0.13708,0.25474,32
0,1.206432699,1.179287003,1.173571177,1.291155584,1.308797738,0.20803,0.11764,27
0,1.096779854,1.090905124,1.171165896,1.312094891,1.343435972,0,0,1
0,1.131221719,1.1855224,1.18923033,1.267909218,1.292958548,0.48105,0.18169,595
0,0.848485877,0.948721598,1,1.231891199,1.225805661,0,0,1
1,1.07945,0.9975,0.91367,0.8386,0.8477,0.10582,0.43246,775
0,1.093111213,1.102146982,1.134610148,1.254154386,1.26627159,0.43312,0.20142,3116
1,0.87094,0.89157,0.91944,0.8706,0.84162,0.12573,0.34707,133
1,0.99588,0.94937,0.90691,0.84086,0.83509,0.1569,0.45253,2799
1,0.71914,0.73077,0.76596,0.78581,0.7796,0,0,2
0,1.310650345,1.291205599,1.213224143,1.288062239,1.252473635,0.32741,0.14726,7
1,0.78518,0.78664,0.80759,0.76564,0.77588,0.1067,0.38371,171
0,1.255997388,1.176290685,1.114032351,1.212121212,1.267764551,0,0,4
1,0.87647,0.92936,0.9019,0.81713,0.78789,0.08966,0.61887,28
0,1.275705465,1.155975817,1.105619866,1.239956354,1.29570603,0.58693,0.2098,520
0,1.25158012,0.973264426,0.976190709,1.192079822,1.276731567,0.42716,0.172,21
1,0.82815,0.90018,0.91075,0.80213,0.76416,0.20669,0.54828,206
0,1.213297743,1.151994102,1.108364829,1.18841062,1.211504446,0.49367,0.20359,525
0,1.085941403,1.111666945,1.151105637,1.221374046,1.204558048,0.37992,0.14366,1576
1,1.12225,1.06389,0.93934,0.85485,0.85064,0.14038,0.39468,44
0,0.878526184,0.979547057,1.049306933,1.032055648,1.046200201,0.31958,0.18335,106
1,0.84017,0.83355,0.83585,0.77967,0.77365,0.15935,0.39461,1898
1,1.19684,1.11499,1.04558,0.98587,0.94402,0.16001,0.32459,248
0,0.981315748,1.086673042,1.014044517,1,1.046145477,0.18923,0.63996,10
1,1.00173,0.9883,0.97228,0.93813,0.94233,0.22708,0.30928,112
0,0.864767637,0.812143165,0.874102952,0.975229179,0.982656119,0.90675,0.38445,147
1,1.08924,1.07148,1.09844,1.04808,1.0512,0.37457,0.52066,150
0,0.892785401,0.843746572,0.907070615,0.99765551,1.003149891,0.65786,0.27778,158
1,1.05257,1.21109,1.11231,0.98233,0.93981,0.26412,0.59452,727
0,1.13292,0.91803,0.91139,1,1.09455,0,0,1
0,1.163995297,1.076924734,1.016807833,1.027622493,1.055743243,2.2212,0.50782,3
0,1.083599718,1.006167809,0.999550202,1.059333256,1.09698439,0.36445,0.18173,419
1,0.98164,0.99266,0.9801,0.92965,0.89702,0.17046,0.43253,1350
0,1.138174368,1.119081458,1.048712705,1.09509834,1.142687372,0.47543,0.4443,178
0,1.121189358,1.145540982,1.122372246,1.11835557,1.160079349,0.5031,0.28671,346
1,0.87276,0.99575,1.03791,0.95887,0.89809,0.24302,0.55876,246
1,0.956727228,1.321946963,1.153070049,0.967632687,0.963613938,0.26107,0.20369,11
1,0.84408,0.77371,0.94534,0.96021,0.92326,0.19352,0.39154,4
1,0.81147,0.90458,0.99317,0.91711,0.86042,0.27395,0.38425,14
0,1.24304,1.16866,1.0792,1.11052,1.19169,0.18118,0.26554,38
0,1.172319199,1.092609589,1.01502233,1.060085655,1.15206046,0.18379,0.23504,52
1,0.91081,0.70126,0.72269,0.75758,0.79189,0.5625,0.82769,7
1,0.89909,0.93306,0.93651,0.85994,0.84329,0.13714,0.43488,3143
1,1.07118,1.00022,0.95923,0.90982,0.90632,0.1829,0.38672,106
1,1.01062,1.01486,1.12151,0.99521,0.99531,0.21952,1.53804,33
0,1.02459,0.80119,0.88182,1.04638,1.06601,0.03196,0.07374,5
0,0.88329859,0.855739444,0.93760255,1.074922068,1.036398309,1.04309,0.06027,20
1,1.20364,1.54706,1.37192,1.06418,1.08202,0.27889,0.59204,96
0,1.057977148,0.994302646,0.996979153,1.102839813,1.107959582,0.42924,0.20475,1205
0,1.014404545,0.935532458,0.946234931,1.044299171,1.085410991,0.42899,0.31926,646
1,0.963279775,1.009631888,1.052354644,0.995748155,0.960172063,0.86352,0.41144,370
0,0.9359,0.92612,0.92579,0.9854,1.04572,0.55365,0.74753,821
0,0.955904142,0.923454829,0.941096754,1.015682132,1.060153086,0.35037,0.17214,1009
0,1.019669423,1.061999533,0.992437625,0.979307238,0.997794873,0.5524,0.40361,1746
0,0.987986089,1.032236754,1.00541921,1.000590348,0.994599326,0.4519,0.39437,1741
1,1.00718,0.98601,1.01658,1.01874,1.0028,0.27441,0.37047,644
0,1.162371703,1.116869192,1.051204154,1.012535186,1.024275325,0.45549,0.27938,145
0,0.946440909,0.967005763,1.010733995,1.011551923,1.029336078,0.5102,0.26501,357
0,0.84336943,1.026514879,1.092108425,1.105876628,1.143942254,0,0,1
0,1.088696069,0.982250729,0.953088961,0.954162055,0.998272988,0.42969,0.16474,34
1,0.96182,0.89519,0.85919,0.92307,0.93864,0.34198,0.35642,93
0,0.861000138,0.994886284,0.959021031,0.965129858,1.0015825,0.67779,0.21535,30
0,1.082262795,1.083599718,0.997406742,0.979096294,1.004984724,0.4744,0.25432,664
0,1.225159883,1.159151501,1.128604481,1.247271593,1.23067835,0.3334,0.21263,192
0,1.320341176,1.283169943,1.196272415,1.205400193,1.230951033,0.03814,0.03401,9
0,1.183333925,1.244617031,1.162885351,1.142282738,1.183768171,0.64735,0.16479,65
1,0.93653,0.99029,0.90278,0.76279,0.79114,0,0,1
0,1.068490223,0.971958983,1.043166218,1.259033566,1.298229215,0,0,2
1,0.92347,0.91966,0.89058,0.77338,0.76685,0.03837,0.19745,5
1,0.91775,0.84926,0.84173,0.72907,0.6958,0.27162,0.45924,28
0,1.513248491,1.632653061,1.406608246,1.154108048,1.102195574,0.46383,0.14932,12
1,0.71524,0.91769,1.0307,0.93795,0.88949,0.37988,0.56802,21
1,0.747082642,0.726100405,0.832216776,0.874492794,0.882230986,0,0,4
0,1.333333333,1.295454251,1.177412518,1.146342023,1.1212145,0,0,1
0,1.24765,1.31298,1.23141,1.21086,1.21755,0.15316,0.16466,37
0,1.049901834,1.111419839,1.128833802,1.157139551,1.135228408,0.22563,0.16564,229
0,0.991050811,0.997595794,1.050640891,1.208590662,1.232483331,0.44435,0.18245,4656
0,0.879105422,0.935479948,1.026304176,1.157126161,1.168224299,0.52838,0.27639,13307
1,0.99873,0.97528,0.9715,0.93956,0.95068,0.1576,0.41205,1857
0,1.36111,1.36957,1.32813,1.1,1.12158,0,0,1
1,0.89151,0.79221,0.84857,0.91529,0.96435,0.06851,0.25244,20
1,1.02647,0.97112,0.95634,0.92445,0.90348,0.15541,0.48055,51
1,1.08573,1.115,1.0786,0.98446,0.97818,0.11564,0.28815,219
0,0.902665571,0.899612267,0.910448305,0.98285894,1.002858146,0.42963,0.16717,263
1,1.20512,1.28394,1.18791,1.03915,1.00796,0.20639,0.49483,50
0,0.954244,1.062078488,1.123747022,1.075696783,1.016477094,0,0,4
0,0.823038494,0.729134008,0.844979974,0.979230521,1.022672653,0.49698,0.1862,35
1,0.95801,0.97338,0.96935,0.90034,0.89173,0.16991,0.42431,6150
0,0.979806194,0.96744546,0.976953663,1.045959459,1.058257051,0.44295,0.18398,1043
0,1.237041985,1.083658431,1.040777669,1.157152941,1.194429182,0.44944,0.15191,982
0,0.942347198,1.049064759,1.04553296,1.072443563,1.152724464,0.99002,0.32853,42
0,1.008939201,0.951139941,0.965204382,1.036763639,1.067292812,0.34869,0.14137,514
1,1.14012,1.16962,1.08763,0.969,0.96506,0.13462,0.39931,240
1,1.05551,1.04042,1.01887,0.9902,1.01356,0.20809,0.5033,297
0,0.848903641,0.766013512,0.782472613,0.930241212,0.993798696,0.46649,0.26365,20
0,0.93182,0.76056,0.7663,0.8835,0.92541,0,0,1
1,0.92313,0.89321,0.9646,0.95229,0.96269,0.22052,0.37892,85
0,1.073364461,1.171412841,1.012381425,0.992486874,0.979307238,0.69299,0.2522,12
0,1.080240245,0.868794634,0.897714419,0.995668841,0.97859806,0.57258,0.2637,121
1,1.0693,1.12388,1.0744,0.94702,0.92422,0.11178,0.46129,72
0,1.027601373,1.025893553,1.030067675,1.09545823,1.091238447,0.37722,0.1421,266
1,0.90594,0.92762,0.95847,0.89173,0.87005,0.15939,0.45009,1051
1,1.10811,1.20408,1.2,1.02151,0.93043,0,0,1
1,1.09376,1.14608,1.10666,1.00257,0.98266,0.18997,0.51373,520
0,0.910730223,0.722073796,0.775650771,0.932696612,0.93868509,0.34548,0.12761,9
1,1.055,1.01472,1.00605,1.00101,1.03111,0.14843,0.35225,572
0,1.12384,1.16667,1.11062,1.00694,0.9863,0.08408,0.13564,6
0,1.064577256,1.067087811,1.033516955,1.007018922,0.954152951,0.41239,0.13753,72
1,1.15766,1.13839,1.06755,0.98748,0.98282,0.2819,0.35385,373
0,0.878672853,0.825225493,0.905575629,1.032908464,1.067771454,0.54938,0.21159,297
0,1.12767541,1.084140114,1.071283183,1.1867605,1.226046124,0.42199,0.13128,786
1,0.97167,0.97805,0.96842,0.92319,0.90497,0.17661,0.40359,11566
0,1.160052434,1.197189,1.157407407,1.147420598,1.119156604,0.42476,0.16941,144
0,1.153442449,0.964692263,0.968992248,1.079563856,1.137255348,0.45323,0.1862,515
1,0.83378,0.93773,1.00935,0.9429,0.94444,0.23306,0.44996,421
0,0.989021857,1.007942588,1.015878176,1.048130136,1.052997357,0.41931,0.15843,2498
0,0.957992049,0.992920477,1.010917913,1.038928657,1.048031273,0.47316,0.20069,1786
1,0.99854,0.95812,0.93953,0.93674,0.92654,0.32889,0.43198,502
0,1.045926639,1.055152839,1.107763205,1.151264664,1.182606228,0.53704,0.15164,481
0,1.099831726,1.138355759,1.111049386,1.117568172,1.12561909,0.48338,0.2458,17325
0,1.023331969,1.042578923,1.10382586,1.185845745,1.187831851,0.54499,0.21405,669
0,1.032801785,1.039047401,1.032577831,1.073733263,1.091238447,0.74777,0.38029,19119
0,1.172800413,1.171522628,1.137980085,1.193972825,1.213636419,0.43819,0.22857,2483
0,1.116944041,1.123595506,1.10144289,1.160914336,1.17496387,0.38954,0.16388,14656
1,0.9842,0.97374,0.97658,0.96436,0.95437,0.22548,0.38722,17943
0,1.035078821,1.027432446,1.002697256,1.025209912,1.004883735,0.1912,0.17039,258
0,1.047449461,1.040041602,1.019118666,1.043405676,1.048382869,0.28767,0.17017,4101
1,0.93315,0.93284,0.94767,0.91405,0.89648,0.15141,0.33092,1683
0,1.0774701,1.079808658,1.04844882,1.067782856,1.106170217,0.33225,0.23284,943
1,0.96216,0.96751,0.99331,0.97924,0.98217,0.17918,0.35672,3116
1,0.9015,0.89842,0.93674,0.94161,0.95192,0.17302,0.46112,285
0,1.075130091,1.037925809,0.984251969,1.001602564,1.006795872,0.34809,0.25558,481
0,0.987556785,0.964134207,0.967819985,1.014929615,1.048987727,0.37872,0.31931,2818
1,0.98137,0.96329,0.98524,0.99265,1.00172,0.31205,0.41181,412
0,1.050828578,1.0298343,1.017169827,1.052675902,1.080905799,0.32426,0.33279,296
1,1.04016,1.06522,1.06119,1.00981,0.99792,0.41703,0.50458,16109
1,1.1737,1.14197,1.09514,1.03502,1.03361,0.37929,0.52836,373
0,0.893152202,0.852304204,0.890654364,0.902372337,0.90059259,0.5902,0.40081,83
1,0.85781,0.94842,1.04351,1.08055,1.05876,0.35813,0.48857,298
0,1.042915993,0.916867613,0.898827928,0.915616759,0.905592031,0.52754,0.51945,265
0,1.02704,1.07937,1.0122,0.94,1.00716,0,0,1
1,1.09078,1.17949,1.12698,1.10435,1.11426,0.2984,0.55432,34
1,0.96462,1.22479,1.17137,1.09337,1.1012,0.41463,0.59778,193
0,1.047076562,0.973586596,0.936618993,0.943129303,0.95660825,0.49122,0.39067,421
1,1.01079,1.08016,1.11785,1.05653,1.02096,0.57176,0.87157,86
0,1.170425684,1.046945014,0.94941516,1.016384112,1.003290794,0.77677,0.58639,60
1,1.061943144,1.144557628,1.079097874,1.045784443,1.100872992,0.51355,0,2
1,1.26501,1.23279,1.125,1.09,1.0885,0,0,1
1,1.26391,1.25333,1.07692,1.05882,1.08861,0,0,1
0,0.86259,0.83418,0.89857,0.91427,0.90032,0.63975,1.08462,9
0,0.852246095,0.777471972,0.894270409,0.893120294,0.901152574,0.34565,0.09524,4
1,1.19481,1.31429,1.125,1.12,1.09649,0,0,1
1,1.15381,1.27766,1.12307,1.09223,1.09194,0.30103,0.58907,66
0,0.900487164,0.784424468,0.904641717,0.908059024,0.917086234,0.56541,0.47106,2
0,0.90014,0.87573,0.90191,0.90484,0.9001,0.39451,0.1613,268
1,1.24717,1.22973,1.10112,1.10204,1.11534,0,0,1
0,0.866235859,0.817929004,0.910937628,0.902274634,0.902217651,0.23287,0.00673,4
1,1.177509567,1.213813194,1.109434632,1.112842199,1.115448968,1.08687,0.7606,6
0,0.86393,0.8277,0.9144,0.91848,0.90968,0.62142,0.59315,15
0,0.83178,0.79098,0.90476,0.91041,0.90733,0.25079,0.13279,8
0,0.821820991,0.796704829,0.901014542,0.913242009,0.912833527,0,0,2
1,1.079552202,1.142961642,1.117280985,1.108610578,1.100933592,0.37074,0.49663,1661
1,1.01316,1.16504,1.1268,1.13458,1.11306,0.64269,0.56658,4
0,0.986582478,0.856355011,0.90721874,0.89647506,0.906634753,0,0,2
0,1.01871,0.88541,0.95684,0.94609,0.93142,0.66024,0.21495,10
0,0.926517868,0.813186634,0.917523787,0.936934911,0.938253535,0,0,1
1,1.10095,1.22973,1.11364,1.08824,1.05582,0,0,1
0,0.937215906,0.818792935,0.896193865,0.933427921,0.953688869,0,0,5
0,0.90716,0.93295,0.93588,0.94254,0.93932,0.55181,0.39786,3324
0,0.730732413,0.902176953,0.938147908,0.92453057,0.897940125,0,0,1
0,0.666666667,0.922219968,0.958331736,0.942853641,0.874844715,0,0,1
1,1.48583,1.09524,1.05376,1.10204,1.13442,0,0,1
0,0.694251597,0.92349747,0.963734665,0.92765239,0.880754631,0,0,2
0,0.67311964,0.927428704,0.964617818,0.932148883,0.88233218,0,0,10
0,0.697223655,0.933332089,0.958331736,0.923079763,0.879035873,0,0,1
0,0.654321795,0.933332089,0.968748184,0.925232002,0.897110407,0,0,1
1,1.41071,1.05882,1.02128,1.07,1.08259,0,0,1
1,1.51598,1.08477,1.02674,1.07412,1.10753,0.29225,0.60895,4
0,0.692693469,0.927377099,0.979163403,0.934579439,0.914235562,0,0,1
0,0.766547852,0.931818817,0.978942937,0.943921617,0.912001021,0,0,1
1,1.5283,1.08434,1.03191,1.08081,1.09049,0,0,1
0,0.69565,0.88766,0.96875,0.93458,0.92155,0.27261,0.26669,2
1,1.5,1.10769,1.02128,1.06,1.0614,0,0,1
1,1.41846,1.10559,1.02688,1.06,1.06957,0,0,2
1,1.42022,1.10494,1.02674,1.05198,1.07489,0,0,2
1,1.37931,1.11111,1.03226,1.0495,1.0885,0,0,1
0,0.758546928,0.91853512,1,0.95550226,0.91364251,0,0,1
0,0.721344586,0.905026517,0.968748184,0.951936715,0.938905424,0,0,2
1,1.39035,1.1,1.03226,1.05882,1.06739,0,0,1
1,1.3056,1.08423,1.02703,1.04902,1.05983,0,0,2
1,1.44748,1.26065,1.09141,1.04286,1.04093,0,0,2
0,0.70448,0.76024,0.92251,0.94428,0.96678,0.49759,0.3535,9
0,0.724637681,0.761481233,0.922296518,0.938870164,0.974174631,0,0,3
1,1.42846,1.33177,1.08716,1.05416,1.02881,0.25036,0.70963,35
0,0.684411167,0.737484882,0.927411502,0.953679773,0.958221541,2.10658,0.49899,10
0,0.68117,0.74113,0.92203,0.94848,0.96537,0.47669,0.77414,3
0,0.682,0.73603,0.90512,0.94711,0.96848,0.8665,0.98907,12
0,0.626319185,0.750001875,0.916455882,0.936654084,0.958331736,0,0,2
0,0.761191417,0.765028995,0.951031394,0.949775853,0.963112781,0.66667,0.14315,2
1,1.30165,1.24887,1.03546,1.06039,1.0598,0,0,3
1,1.28421,1.23661,1.0838,1.10013,1.0706,0,0,2
1,1.103667487,1.04455006,1.051336775,1.069530155,1.067577666,0.32626,0.48184,642
0,0.874783491,0.87002671,0.969997963,0.963966917,0.944447593,0,0,1
0,0.876708486,0.872341539,0.960780923,0.962723352,0.968504242,0,0,1
1,1.37705,1.20253,1.08511,1.09615,1.03025,0,0,1
0,0.82808,0.88091,0.96575,0.96409,0.9792,0.81555,0.37501,58
1,1.18483,1.14815,1.04211,1.06604,1.06838,0,0,1
1,1.477912596,1.14619749,1.050762328,1.094786626,1.081548778,0.29253,0.03968,2
1,1.40625,1.15294,1.06186,1.07547,1.08547,0,0,1
0,0.72655,0.88296,0.94563,0.93134,0.91289,0.47121,0.8898,5
0,0.71557,0.88855,0.93846,0.9352,0.92109,0.50912,0.45372,6
0,0.689778857,0.883181573,0.936891021,0.911502247,0.90944642,0,0,2
0,0.67743,0.8597,0.93013,0.92339,0.91607,0.43673,0.40069,459
0,0.827081972,0.914812646,0.9702709,0.988963171,0.955429227,0.5114,0.50483,20
0,0.87319467,0.893144225,0.956525898,1.006745193,0.98284928,0.66658,0.49212,36
1,1.24421,1.13747,1.04315,1.01115,1.04885,0.28114,0.565,68
0,0.784756882,0.822916581,0.911768192,0.973681392,0.968504242,0,0,1
0,0.79330451,0.842105263,0.931376201,0.956892015,0.965446664,0,0,1
1,1.31692,1.23418,1.08511,1.04505,1.06612,0,0,1
1,1.33533,1.2125,1.09677,1.04545,1.06667,0,0,1
0,0.761411657,0.809690374,0.921820411,0.959536352,0.948244799,0.2069,0.05215,3
1,1.34793,1.24516,1.06806,1.04474,1.05416,0,0,2
1,1.29395,1.24633,1.05181,1.02765,1.04087,0,0,2
0,0.729554242,0.808054689,0.943787987,0.968898363,0.957973694,1.36362,0.89696,5
1,1.3064,1.19255,1.04103,1.04,1.05309,0,0,2
0,0.828555331,0.863155351,0.965176434,0.956525898,0.942151875,0,0,2
1,1.19403,1.20253,1.0582,1.05455,1.05785,0,0,1
0,0.816559833,0.870966337,0.949496292,0.947822378,0.945733795,0,0,1
0,0.873415842,0.863155351,0.940592197,0.931627833,0.921871399,0,0,1
1,1.25714,1.14116,1.06771,1.08962,1.07222,0,0,2
0,0.7546,0.88954,0.94166,0.9216,0.9072,0.58598,0.37077,193
1,1.33333,1.27152,1.14773,1.17172,1.11304,0,0,1
1,1.36384,1.33333,1.17442,1.16162,1.14159,0,0,1
0,0.71919,0.77798,0.85594,0.85546,0.89039,0.81674,0.91685,7
1,1.402131239,1.304937885,1.183908318,1.164605315,1.112928895,0.10778,0.13698,9
1,1.355711613,1.21031674,1.157099383,1.124985938,1.086000369,0.35228,0.58228,965
1,1.22935,1.1375,1.03158,1.05714,1.06127,0,0,1
1,1.254264499,1.164103698,1.044451872,1.054218455,1.071156957,1.1749,0.8488,11
1,1.30751,1.1885,1.05291,1.04858,1.06342,0,0,2
0,0.789346973,0.839334576,0.952145183,0.943298337,0.952145183,0,0,4
0,0.750001875,0.77604203,0.92574592,0.93362836,0.937005144,0,0,1
0,0.791696685,0.770831727,0.900990188,0.92982603,0.944447593,0,0,1
1,1.3498,1.30276,1.07987,1.07018,1.0685,0,0,5
1,1.33258,1.28101,1.09286,1.0873,1.07571,0,0,3
1,1.387077982,1.327668614,1.107051921,1.083130246,1.064407285,0.72554,0.76403,4
0,0.70925,0.77107,0.91466,0.93212,0.95675,0.6796,0.20657,138
0,0.76209,0.77544,0.94702,0.95328,0.93927,0.06512,0.80179,3
0,0.820775469,0.787637246,0.959591598,0.947364432,0.944884866,0,0,1
1,1.29426,1.25248,1.0364,1.05134,1.0396,0,0,3
0,0.804427569,0.78723421,0.95477243,0.939134681,0.93749707,0,0,1
1,1.40741,1.29167,1.05319,1.03935,1.06599,0,0,1
1,1.29914,1.27027,1.04211,1.0367,1.07627,0,0,1
1,1.32515,1.24722,1.04196,1.04012,1.0646,0,0,3
